Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
925,Exit long,2025-10-27 12:32,TP,25907,1,51797.5,15.26,0.03,15.88,0.03,-6.62,-0.01,2415,24.15
925,Entry long,2025-10-27 12:26,DCA L [C],25898.75,1,51797.5,15.26,0.03,15.88,0.03,-6.62,-0.01,2415,24.15
926,Exit short,2025-10-27 14:49,$ STOP,25952,1,51821,-84.24,-0.16,0,0.00,-83.62,-0.16,2327.04,23.27
926,Entry short,2025-10-27 12:38,DCA S [C],25910.5,1,51821,-84.24,-0.16,0,0.00,-83.62,-0.16,2327.04,23.27
927,Exit short,2025-10-27 14:49,$ STOP,25952,1,51848,-57.24,-0.11,8.38,0.02,-56.62,-0.11,2270.42,22.70
927,Entry short,2025-10-27 12:43,DCA S [C],25924,1,51848,-57.24,-0.11,8.38,0.02,-56.62,-0.11,2270.42,22.70
928,Exit short,2025-10-27 14:49,$ STOP,25952,1,51854.5,-50.74,-0.10,12.38,0.02,-50.12,-0.10,2220.3,22.20
928,Entry short,2025-10-27 13:05,DCA S [C],25927.25,1,51854.5,-50.74,-0.10,12.38,0.02,-50.12,-0.10,2220.3,22.20
929,Exit short,2025-10-27 14:49,$ STOP,25952,1,51872.5,-32.74,-0.06,30.38,0.06,-32.12,-0.06,2188.18,21.88
929,Entry short,2025-10-27 13:44,DCA S [C],25936.25,1,51872.5,-32.74,-0.06,30.38,0.06,-32.12,-0.06,2188.18,21.88
930,Exit short,2025-10-27 14:49,$ STOP,25952,1,51877.5,-27.74,-0.05,35.38,0.07,-27.12,-0.05,2161.06,21.61
930,Entry short,2025-10-27 13:56,DCA S [C],25938.75,1,51877.5,-27.74,-0.05,35.38,0.07,-27.12,-0.05,2161.06,21.61
931,Exit short,2025-10-27 14:49,$ STOP,25952,1,51884.5,-20.74,-0.04,13.38,0.03,-20.12,-0.04,2140.94,21.41
931,Entry short,2025-10-27 14:38,DCA S [C],25942.25,1,51884.5,-20.74,-0.04,13.38,0.03,-20.12,-0.04,2140.94,21.41
932,Exit short,2025-10-27 14:49,$ STOP,25952,1,51894.5,-10.74,-0.02,4.38,0.01,-10.12,-0.02,2130.82,21.31
932,Entry short,2025-10-27 14:47,DCA S [C],25947.25,1,51894.5,-10.74,-0.02,4.38,0.01,-10.12,-0.02,2130.82,21.31
933,Exit short,2025-10-27 15:51,EOD Close,26006.75,1,51935.5,-79.24,-0.15,14.88,0.03,-117.12,-0.23,2050.96,20.51
933,Entry short,2025-10-27 14:52,DCA S [C],25967.75,1,51935.5,-79.24,-0.15,14.88,0.03,-117.12,-0.23,2050.96,20.51
934,Exit short,2025-10-27 15:51,EOD Close,26006.75,1,51944,-70.74,-0.14,23.38,0.05,-108.62,-0.21,1980.84,19.81
934,Entry short,2025-10-27 14:54,DCA S [C],25972,1,51944,-70.74,-0.14,23.38,0.05,-108.62,-0.21,1980.84,19.81
935,Exit long,2025-10-28 00:49,TP,25962,1,51910.5,12.26,0.02,14.38,0.03,-22.12,-0.04,1991.86,19.92
935,Entry long,2025-10-28 00:01,DCA L [C],25955.25,1,51910.5,12.26,0.02,14.38,0.03,-22.12,-0.04,1991.86,19.92
936,Exit long,2025-10-28 00:49,TP,25962,1,51903.5,19.26,0.04,19.88,0.04,-15.12,-0.03,2011.74,20.12
936,Entry long,2025-10-28 00:11,DCA L [C],25951.75,1,51903.5,19.26,0.04,19.88,0.04,-15.12,-0.03,2011.74,20.12
937,Exit long,2025-10-28 00:49,TP,25962,1,51898,24.76,0.05,25.38,0.05,-5.62,-0.01,2037.12,20.37
937,Entry long,2025-10-28 00:41,DCA L [C],25949,1,51898,24.76,0.05,25.38,0.05,-5.62,-0.01,2037.12,20.37
938,Exit short,2025-10-28 01:06,TP,25958.25,1,51936.5,18.76,0.04,19.38,0.04,-4.12,-0.01,2055.88,20.56
938,Entry short,2025-10-28 01:01,DCA S [C],25968.25,1,51936.5,18.76,0.04,19.38,0.04,-4.12,-0.01,2055.88,20.56
939,Exit long,2025-10-28 01:25,TP,25966,1,51912,18.76,0.04,19.38,0.04,-5.12,-0.01,2074.64,20.75
939,Entry long,2025-10-28 01:18,DCA L [C],25956,1,51912,18.76,0.04,19.38,0.04,-5.12,-0.01,2074.64,20.75
940,Exit short,2025-10-28 01:48,TP,25965.75,1,51950.5,17.76,0.03,18.38,0.04,-20.12,-0.04,2091.78,20.92
940,Entry short,2025-10-28 01:31,DCA S [C],25975.25,1,51950.5,17.76,0.03,18.38,0.04,-20.12,-0.04,2091.78,20.92
941,Exit short,2025-10-28 01:48,TP,25965.75,1,51953,20.26,0.04,20.88,0.04,-17.62,-0.03,2112.66,21.13
941,Entry short,2025-10-28 01:32,DCA S [C],25976.5,1,51953,20.26,0.04,20.88,0.04,-17.62,-0.03,2112.66,21.13
942,Exit long,2025-10-28 02:05,TP,25970,1,51918,20.76,0.04,27.88,0.05,-5.12,-0.01,2132.8,21.33
942,Entry long,2025-10-28 01:59,DCA L [C],25959,1,51918,20.76,0.04,27.88,0.05,-5.12,-0.01,2132.8,21.33
943,Exit long,2025-10-28 02:05,TP,25970,1,51922,16.76,0.03,23.88,0.05,-9.12,-0.02,2150.18,21.50
943,Entry long,2025-10-28 02:01,DCA L [C],25961,1,51922,16.76,0.03,23.88,0.05,-9.12,-0.02,2150.18,21.50
944,Exit short,2025-10-28 02:11,TP,25968.5,1,51957,18.76,0.04,19.38,0.04,-4.12,-0.01,2168.94,21.69
944,Entry short,2025-10-28 02:09,DCA S [C],25978.5,1,51957,18.76,0.04,19.38,0.04,-4.12,-0.01,2168.94,21.69
945,Exit long,2025-10-28 03:51,TP,25967,1,51930.5,2.26,0.00,7.38,0.01,-46.62,-0.09,2169.34,21.69
945,Entry long,2025-10-28 02:47,DCA L [C],25965.25,1,51930.5,2.26,0.00,7.38,0.01,-46.62,-0.09,2169.34,21.69
946,Exit long,2025-10-28 03:51,TP,25967,1,51919.5,13.26,0.03,14.38,0.03,-35.62,-0.07,2183.22,21.83
946,Entry long,2025-10-28 02:51,DCA L [C],25959.75,1,51919.5,13.26,0.03,14.38,0.03,-35.62,-0.07,2183.22,21.83
947,Exit long,2025-10-28 03:51,TP,25967,1,51905,27.76,0.05,28.38,0.05,-21.12,-0.04,2211.6,22.12
947,Entry long,2025-10-28 03:03,DCA L [C],25952.5,1,51905,27.76,0.05,28.38,0.05,-21.12,-0.04,2211.6,22.12
948,Exit long,2025-10-28 03:51,TP,25967,1,51901,31.76,0.06,32.38,0.06,-17.12,-0.03,2243.98,22.44
948,Entry long,2025-10-28 03:10,DCA L [C],25950.5,1,51901,31.76,0.06,32.38,0.06,-17.12,-0.03,2243.98,22.44
949,Exit short,2025-10-28 06:22,$ STOP,25993.25,1,51940,-47.74,-0.09,13.88,0.03,-49.62,-0.10,2191.9,21.92
949,Entry short,2025-10-28 03:54,DCA S [C],25970,1,51940,-47.74,-0.09,13.88,0.03,-49.62,-0.10,2191.9,21.92
950,Exit short,2025-10-28 06:22,$ STOP,25993.25,1,51941.5,-46.24,-0.09,15.38,0.03,-48.12,-0.09,2146.28,21.46
950,Entry short,2025-10-28 04:01,DCA S [C],25970.75,1,51941.5,-46.24,-0.09,15.38,0.03,-48.12,-0.09,2146.28,21.46
951,Exit short,2025-10-28 06:22,$ STOP,25993.25,1,51950,-37.74,-0.07,23.88,0.05,-39.62,-0.08,2109.16,21.09
951,Entry short,2025-10-28 04:20,DCA S [C],25975,1,51950,-37.74,-0.07,23.88,0.05,-39.62,-0.08,2109.16,21.09
952,Exit short,2025-10-28 06:22,$ STOP,25993.25,1,51952.5,-35.24,-0.07,16.88,0.03,-37.12,-0.07,2074.54,20.75
952,Entry short,2025-10-28 04:53,DCA S [C],25976.25,1,51952.5,-35.24,-0.07,16.88,0.03,-37.12,-0.07,2074.54,20.75
953,Exit short,2025-10-28 06:22,$ STOP,25993.25,1,51952.5,-35.24,-0.07,16.88,0.03,-37.12,-0.07,2039.92,20.40
953,Entry short,2025-10-28 05:01,DCA S [C],25976.25,1,51952.5,-35.24,-0.07,16.88,0.03,-37.12,-0.07,2039.92,20.40
954,Exit short,2025-10-28 06:22,$ STOP,25993.25,1,51967,-20.74,-0.04,27.38,0.05,-22.62,-0.04,2019.8,20.20
954,Entry short,2025-10-28 05:18,DCA S [C],25983.5,1,51967,-20.74,-0.04,27.38,0.05,-22.62,-0.04,2019.8,20.20
955,Exit short,2025-10-28 06:22,$ STOP,25993.25,1,51976,-11.74,-0.02,36.38,0.07,-13.62,-0.03,2008.68,20.09
955,Entry short,2025-10-28 05:26,DCA S [C],25988,1,51976,-11.74,-0.02,36.38,0.07,-13.62,-0.03,2008.68,20.09
956,Exit short,2025-10-28 06:22,$ STOP,25993.25,1,51966.5,-21.24,-0.04,9.88,0.02,-23.12,-0.04,1988.06,19.88
956,Entry short,2025-10-28 06:07,DCA S [C],25983.25,1,51966.5,-21.24,-0.04,9.88,0.02,-23.12,-0.04,1988.06,19.88
957,Exit short,2025-10-28 08:03,$ STOP,26031.5,1,51993,-71.24,-0.14,12.38,0.02,-75.62,-0.15,1914.34,19.14
957,Entry short,2025-10-28 06:25,DCA S [C],25996.5,1,51993,-71.24,-0.14,12.38,0.02,-75.62,-0.15,1914.34,19.14
958,Exit short,2025-10-28 08:03,$ STOP,26031.5,1,51999,-65.24,-0.13,18.38,0.04,-69.62,-0.13,1849.72,18.50
958,Entry short,2025-10-28 06:28,DCA S [C],25999.5,1,51999,-65.24,-0.13,18.38,0.04,-69.62,-0.13,1849.72,18.50
959,Exit short,2025-10-28 08:03,$ STOP,26031.5,1,52006,-58.24,-0.11,3.38,0.01,-62.62,-0.12,1792.1,17.92
959,Entry short,2025-10-28 07:11,DCA S [C],26003,1,52006,-58.24,-0.11,3.38,0.01,-62.62,-0.12,1792.1,17.92
960,Exit short,2025-10-28 08:03,$ STOP,26031.5,1,52022,-42.24,-0.08,19.38,0.04,-46.62,-0.09,1750.48,17.50
960,Entry short,2025-10-28 07:18,DCA S [C],26011,1,52022,-42.24,-0.08,19.38,0.04,-46.62,-0.09,1750.48,17.50
961,Exit short,2025-10-28 08:03,$ STOP,26031.5,1,52031.5,-32.74,-0.06,0,0.00,-37.12,-0.07,1718.36,17.18
961,Entry short,2025-10-28 08:02,DCA S [C],26015.75,1,52031.5,-32.74,-0.06,0,0.00,-37.12,-0.07,1718.36,17.18
962,Exit short,2025-10-28 08:19,TP,26037.25,1,52101,25.26,0.05,25.88,0.05,-23.62,-0.05,1743,17.43
962,Entry short,2025-10-28 08:06,DCA S [C],26050.5,1,52101,25.26,0.05,25.88,0.05,-23.62,-0.05,1743,17.43
963,Exit short,2025-10-28 08:19,TP,26037.25,1,52088.5,12.76,0.02,13.38,0.03,-36.12,-0.07,1756.38,17.56
963,Entry short,2025-10-28 08:07,DCA S [C],26044.25,1,52088.5,12.76,0.02,13.38,0.03,-36.12,-0.07,1756.38,17.56
964,Exit long,2025-10-28 08:57,TP,26073.25,1,52089,56.26,0.11,90.38,0.17,-31.62,-0.06,1812.02,18.12
964,Entry long,2025-10-28 08:52,DCA L [C],26044.5,1,52089,56.26,0.11,90.38,0.17,-31.62,-0.06,1812.02,18.12
965,Exit long,2025-10-28 08:57,TP,26073.25,1,52074,71.26,0.14,105.38,0.20,-16.62,-0.03,1883.9,18.84
965,Entry long,2025-10-28 08:53,DCA L [C],26037,1,52074,71.26,0.14,105.38,0.20,-16.62,-0.03,1883.9,18.84
966,Exit long,2025-10-28 09:55,TP,26045.5,1,52092,-2.24,0.00,11.88,0.02,-75.62,-0.15,1879.8,18.80
966,Entry long,2025-10-28 09:27,DCA L [C],26046,1,52092,-2.24,0.00,11.88,0.02,-75.62,-0.15,1879.8,18.80
967,Exit long,2025-10-28 09:55,TP,26045.5,1,52084.5,5.26,0.01,19.38,0.04,-68.12,-0.13,1885.68,18.86
967,Entry long,2025-10-28 09:28,DCA L [C],26042.25,1,52084.5,5.26,0.01,19.38,0.04,-68.12,-0.13,1885.68,18.86
968,Exit long,2025-10-28 09:55,TP,26045.5,1,52056.5,33.26,0.06,47.38,0.09,-40.12,-0.08,1919.56,19.20
968,Entry long,2025-10-28 09:34,DCA L [C],26028.25,1,52056.5,33.26,0.06,47.38,0.09,-40.12,-0.08,1919.56,19.20
969,Exit long,2025-10-28 09:55,TP,26045.5,1,52049.5,40.26,0.08,40.88,0.08,-33.12,-0.06,1960.44,19.60
969,Entry long,2025-10-28 09:41,DCA L [C],26024.75,1,52049.5,40.26,0.08,40.88,0.08,-33.12,-0.06,1960.44,19.60
970,Exit short,2025-10-28 10:34,TP,26024.25,1,52068.5,18.76,0.04,19.38,0.04,-42.12,-0.08,1979.2,19.79
970,Entry short,2025-10-28 10:04,DCA S [C],26034.25,1,52068.5,18.76,0.04,19.38,0.04,-42.12,-0.08,1979.2,19.79
971,Exit short,2025-10-28 10:41,TP,26040.25,1,52100.5,18.76,0.04,19.38,0.04,-5.12,-0.01,1997.96,19.98
971,Entry short,2025-10-28 10:40,DCA S [C],26050.25,1,52100.5,18.76,0.04,19.38,0.04,-5.12,-0.01,1997.96,19.98
972,Exit short,2025-10-28 11:31,$ STOP,26118.25,1,52109,-128.74,-0.25,9.88,0.02,-185.62,-0.36,1867.36,18.67
972,Entry short,2025-10-28 10:57,DCA S [C],26054.5,1,52109,-128.74,-0.25,9.88,0.02,-185.62,-0.36,1867.36,18.67
973,Exit short,2025-10-28 11:31,$ STOP,26118.25,1,52118.5,-119.24,-0.23,0,0.00,-176.12,-0.34,1748.74,17.49
973,Entry short,2025-10-28 11:00,DCA S [C],26059.25,1,52118.5,-119.24,-0.23,0,0.00,-176.12,-0.34,1748.74,17.49
974,Exit short,2025-10-28 11:31,$ STOP,26118.25,1,52153,-84.74,-0.16,15.88,0.03,-141.62,-0.27,1664.62,16.65
974,Entry short,2025-10-28 11:07,DCA S [C],26076.5,1,52153,-84.74,-0.16,15.88,0.03,-141.62,-0.27,1664.62,16.65
975,Exit short,2025-10-28 11:31,$ STOP,26118.25,1,52182,-55.74,-0.11,4.38,0.01,-112.62,-0.22,1609.5,16.10
975,Entry short,2025-10-28 11:28,DCA S [C],26091,1,52182,-55.74,-0.11,4.38,0.01,-112.62,-0.22,1609.5,16.10
976,Exit short,2025-10-28 12:19,TP,26122,1,52264,18.76,0.04,27.38,0.05,-16.62,-0.03,1627.64,16.28
976,Entry short,2025-10-28 12:13,DCA S [C],26132,1,52264,18.76,0.04,27.38,0.05,-16.62,-0.03,1627.64,16.28
977,Exit short,2025-10-28 12:19,TP,26122,1,52264.5,19.26,0.04,27.88,0.05,-16.12,-0.03,1647.52,16.48
977,Entry short,2025-10-28 12:14,DCA S [C],26132.25,1,52264.5,19.26,0.04,27.88,0.05,-16.12,-0.03,1647.52,16.48
978,Exit short,2025-10-28 13:20,$ STOP,26178,1,52277.5,-79.74,-0.15,7.88,0.02,-79.12,-0.15,1565.3,15.65
978,Entry short,2025-10-28 12:35,DCA S [C],26138.75,1,52277.5,-79.74,-0.15,7.88,0.02,-79.12,-0.15,1565.3,15.65
979,Exit short,2025-10-28 13:20,$ STOP,26178,1,52290,-67.24,-0.13,20.38,0.04,-66.62,-0.13,1498.68,14.99
979,Entry short,2025-10-28 12:36,DCA S [C],26145,1,52290,-67.24,-0.13,20.38,0.04,-66.62,-0.13,1498.68,14.99
980,Exit short,2025-10-28 13:20,$ STOP,26178,1,52299.5,-57.74,-0.11,16.38,0.03,-57.12,-0.11,1441.56,14.42
980,Entry short,2025-10-28 12:51,DCA S [C],26149.75,1,52299.5,-57.74,-0.11,16.38,0.03,-57.12,-0.11,1441.56,14.42
981,Exit short,2025-10-28 13:20,$ STOP,26178,1,52315.5,-41.74,-0.08,13.38,0.03,-41.12,-0.08,1400.44,14.00
981,Entry short,2025-10-28 13:06,DCA S [C],26157.75,1,52315.5,-41.74,-0.08,13.38,0.03,-41.12,-0.08,1400.44,14.00
982,Exit short,2025-10-28 13:20,$ STOP,26178,1,52334.5,-22.74,-0.04,0.38,0.00,-22.12,-0.04,1378.32,13.78
982,Entry short,2025-10-28 13:17,DCA S [C],26167.25,1,52334.5,-22.74,-0.04,0.38,0.00,-22.12,-0.04,1378.32,13.78
983,Exit short,2025-10-28 14:25,$ STOP,26211.25,1,52362,-61.74,-0.12,7.38,0.01,-63.12,-0.12,1314.1,13.14
983,Entry short,2025-10-28 13:27,DCA S [C],26181,1,52362,-61.74,-0.12,7.38,0.01,-63.12,-0.12,1314.1,13.14
984,Exit short,2025-10-28 14:25,$ STOP,26211.25,1,52361.5,-62.24,-0.12,6.88,0.01,-63.62,-0.12,1252.48,12.52
984,Entry short,2025-10-28 13:29,DCA S [C],26180.75,1,52361.5,-62.24,-0.12,6.88,0.01,-63.62,-0.12,1252.48,12.52
985,Exit short,2025-10-28 14:25,$ STOP,26211.25,1,52381,-42.74,-0.08,20.88,0.04,-44.12,-0.08,1210.36,12.10
985,Entry short,2025-10-28 13:51,DCA S [C],26190.5,1,52381,-42.74,-0.08,20.88,0.04,-44.12,-0.08,1210.36,12.10
986,Exit short,2025-10-28 14:25,$ STOP,26211.25,1,52387,-36.74,-0.07,26.88,0.05,-38.12,-0.07,1174.24,11.74
986,Entry short,2025-10-28 14:00,DCA S [C],26193.5,1,52387,-36.74,-0.07,26.88,0.05,-38.12,-0.07,1174.24,11.74
987,Exit short,2025-10-28 14:25,$ STOP,26211.25,1,52390,-33.74,-0.06,0,0.00,-35.12,-0.07,1141.12,11.41
987,Entry short,2025-10-28 14:06,DCA S [C],26195,1,52390,-33.74,-0.06,0,0.00,-35.12,-0.07,1141.12,11.41
988,Exit short,2025-10-28 14:39,TP,26209,1,52442,22.76,0.04,27.88,0.05,-22.62,-0.04,1162.64,11.63
988,Entry short,2025-10-28 14:28,DCA S [C],26221,1,52442,22.76,0.04,27.88,0.05,-22.62,-0.04,1162.64,11.63
989,Exit short,2025-10-28 14:39,TP,26209,1,52454,34.76,0.07,39.88,0.08,-10.62,-0.02,1198.02,11.98
989,Entry short,2025-10-28 14:29,DCA S [C],26227,1,52454,34.76,0.07,39.88,0.08,-10.62,-0.02,1198.02,11.98
990,Exit short,2025-10-28 14:39,TP,26209,1,52448,28.76,0.05,33.88,0.06,-5.62,-0.01,1227.4,12.27
990,Entry short,2025-10-28 14:35,DCA S [C],26224,1,52448,28.76,0.05,33.88,0.06,-5.62,-0.01,1227.4,12.27
991,Exit long,2025-10-28 15:01,$ STOP,26153.5,1,52373,-67.24,-0.13,31.88,0.06,-72.62,-0.14,1158.3,11.58
991,Entry long,2025-10-28 14:42,DCA L [C],26186.5,1,52373,-67.24,-0.13,31.88,0.06,-72.62,-0.14,1158.3,11.58
992,Exit long,2025-10-28 15:01,$ STOP,26153.5,1,52386.5,-80.74,-0.15,18.38,0.04,-86.12,-0.16,1078.18,10.78
992,Entry long,2025-10-28 14:43,DCA L [C],26193.25,1,52386.5,-80.74,-0.15,18.38,0.04,-86.12,-0.16,1078.18,10.78
993,Exit long,2025-10-28 15:01,$ STOP,26153.5,1,52376.5,-70.74,-0.14,0.38,0.00,-76.12,-0.15,1008.06,10.08
993,Entry long,2025-10-28 14:49,DCA L [C],26188.25,1,52376.5,-70.74,-0.14,0.38,0.00,-76.12,-0.15,1008.06,10.08
994,Exit long,2025-10-28 15:01,$ STOP,26153.5,1,52348,-42.24,-0.08,18.38,0.04,-47.62,-0.09,966.44,9.66
994,Entry long,2025-10-28 14:56,DCA L [C],26174,1,52348,-42.24,-0.08,18.38,0.04,-47.62,-0.09,966.44,9.66
995,Exit short,2025-10-29 02:22,TP,26261,1,52517,-6.24,-0.01,16.88,0.03,-66.62,-0.13,957.1,9.57
995,Entry short,2025-10-29 00:31,DCA S [C],26258.5,1,52517,-6.24,-0.01,16.88,0.03,-66.62,-0.13,957.1,9.57
996,Exit short,2025-10-29 02:22,TP,26261,1,52525.5,2.26,0.00,12.38,0.02,-58.12,-0.11,959.98,9.60
996,Entry short,2025-10-29 01:01,DCA S [C],26262.75,1,52525.5,2.26,0.00,12.38,0.02,-58.12,-0.11,959.98,9.60
997,Exit short,2025-10-29 02:22,TP,26261,1,52535.5,12.26,0.02,12.88,0.02,-48.12,-0.09,972.86,9.73
997,Entry short,2025-10-29 01:10,DCA S [C],26267.75,1,52535.5,12.26,0.02,12.88,0.02,-48.12,-0.09,972.86,9.73
998,Exit short,2025-10-29 02:22,TP,26261,1,52548.5,25.26,0.05,25.88,0.05,-35.12,-0.07,998.74,9.99
998,Entry short,2025-10-29 01:19,DCA S [C],26274.25,1,52548.5,25.26,0.05,25.88,0.05,-35.12,-0.07,998.74,9.99
999,Exit short,2025-10-29 02:22,TP,26261,1,52562.5,39.26,0.07,39.88,0.08,-21.12,-0.04,1038.62,10.39
999,Entry short,2025-10-29 01:25,DCA S [C],26281.25,1,52562.5,39.26,0.07,39.88,0.08,-21.12,-0.04,1038.62,10.39
1000,Exit short,2025-10-29 02:22,TP,26261,1,52564,40.76,0.08,41.38,0.08,-5.62,-0.01,1080,10.80
1000,Entry short,2025-10-29 02:16,DCA S [C],26282,1,52564,40.76,0.08,41.38,0.08,-5.62,-0.01,1080,10.80
1001,Exit short,2025-10-29 03:26,TP,26285.25,1,52575,3.26,0.01,10.88,0.02,-45.62,-0.09,1080.78,10.81
1001,Entry short,2025-10-29 02:37,DCA S [C],26287.5,1,52575,3.26,0.01,10.88,0.02,-45.62,-0.09,1080.78,10.81
1002,Exit short,2025-10-29 03:26,TP,26285.25,1,52582.5,10.76,0.02,18.38,0.03,-38.12,-0.07,1092.16,10.92
1002,Entry short,2025-10-29 02:38,DCA S [C],26291.25,1,52582.5,10.76,0.02,18.38,0.03,-38.12,-0.07,1092.16,10.92
1003,Exit short,2025-10-29 03:26,TP,26285.25,1,52591.5,19.76,0.04,27.38,0.05,-29.12,-0.06,1112.54,11.13
1003,Entry short,2025-10-29 02:44,DCA S [C],26295.75,1,52591.5,19.76,0.04,27.38,0.05,-29.12,-0.06,1112.54,11.13
1004,Exit short,2025-10-29 03:26,TP,26285.25,1,52597.5,25.76,0.05,26.38,0.05,-23.12,-0.04,1138.92,11.39
1004,Entry short,2025-10-29 03:03,DCA S [C],26298.75,1,52597.5,25.76,0.05,26.38,0.05,-23.12,-0.04,1138.92,11.39
1005,Exit short,2025-10-29 03:26,TP,26285.25,1,52608,36.26,0.07,36.88,0.07,-12.62,-0.02,1175.8,11.76
1005,Entry short,2025-10-29 03:19,DCA S [C],26304,1,52608,36.26,0.07,36.88,0.07,-12.62,-0.02,1175.8,11.76
1006,Exit long,2025-10-29 04:13,$ STOP,26241.5,1,52564,-82.24,-0.16,4.38,0.01,-84.62,-0.16,1091.08,10.91
1006,Entry long,2025-10-29 03:38,DCA L [C],26282,1,52564,-82.24,-0.16,4.38,0.01,-84.62,-0.16,1091.08,10.91
1007,Exit long,2025-10-29 04:13,$ STOP,26241.5,1,52551.5,-69.74,-0.13,12.88,0.02,-72.12,-0.14,1021.96,10.22
1007,Entry long,2025-10-29 03:39,DCA L [C],26275.75,1,52551.5,-69.74,-0.13,12.88,0.02,-72.12,-0.14,1021.96,10.22
1008,Exit long,2025-10-29 04:13,$ STOP,26241.5,1,52536,-54.24,-0.10,4.38,0.01,-56.62,-0.11,968.34,9.68
1008,Entry long,2025-10-29 03:55,DCA L [C],26268,1,52536,-54.24,-0.10,4.38,0.01,-56.62,-0.11,968.34,9.68
1009,Exit long,2025-10-29 04:13,$ STOP,26241.5,1,52531,-49.24,-0.09,5.38,0.01,-51.62,-0.10,919.72,9.20
1009,Entry long,2025-10-29 04:03,DCA L [C],26265.5,1,52531,-49.24,-0.09,5.38,0.01,-51.62,-0.10,919.72,9.20
1010,Exit long,2025-10-29 04:13,$ STOP,26241.5,1,52505.5,-23.74,-0.05,8.38,0.02,-26.12,-0.05,896.6,8.97
1010,Entry long,2025-10-29 04:10,DCA L [C],26252.75,1,52505.5,-23.74,-0.05,8.38,0.02,-26.12,-0.05,896.6,8.97
1011,Exit short,2025-10-29 06:16,$ STOP,26278.75,1,52480,-78.74,-0.15,11.38,0.02,-78.12,-0.15,814.76,8.15
1011,Entry short,2025-10-29 05:05,DCA S [C],26240,1,52480,-78.74,-0.15,11.38,0.02,-78.12,-0.15,814.76,8.15
1012,Exit short,2025-10-29 06:16,$ STOP,26278.75,1,52479,-79.74,-0.15,10.38,0.02,-79.12,-0.15,735.64,7.36
1012,Entry short,2025-10-29 05:06,DCA S [C],26239.5,1,52479,-79.74,-0.15,10.38,0.02,-79.12,-0.15,735.64,7.36
1013,Exit short,2025-10-29 06:16,$ STOP,26278.75,1,52505,-53.74,-0.10,10.88,0.02,-53.12,-0.10,682.52,6.83
1013,Entry short,2025-10-29 05:20,DCA S [C],26252.5,1,52505,-53.74,-0.10,10.88,0.02,-53.12,-0.10,682.52,6.83
1014,Exit short,2025-10-29 06:16,$ STOP,26278.75,1,52524,-34.74,-0.07,29.88,0.06,-34.12,-0.06,648.4,6.48
1014,Entry short,2025-10-29 05:26,DCA S [C],26262,1,52524,-34.74,-0.07,29.88,0.06,-34.12,-0.06,648.4,6.48
1015,Exit short,2025-10-29 06:16,$ STOP,26278.75,1,52532.5,-26.24,-0.05,37.88,0.07,-25.62,-0.05,622.78,6.23
1015,Entry short,2025-10-29 05:54,DCA S [C],26266.25,1,52532.5,-26.24,-0.05,37.88,0.07,-25.62,-0.05,622.78,6.23
1016,Exit short,2025-10-29 06:16,$ STOP,26278.75,1,52546,-12.74,-0.02,0,0.00,-12.12,-0.02,610.66,6.11
1016,Entry short,2025-10-29 06:15,DCA S [C],26273,1,52546,-12.74,-0.02,0,0.00,-12.12,-0.02,610.66,6.11
1017,Exit short,2025-10-29 06:58,TP,26273.25,1,52549.5,1.76,0.00,10.38,0.02,-45.62,-0.09,610.56,6.11
1017,Entry short,2025-10-29 06:20,DCA S [C],26274.75,1,52549.5,1.76,0.00,10.38,0.02,-45.62,-0.09,610.56,6.11
1018,Exit short,2025-10-29 06:58,TP,26273.25,1,52559,11.26,0.02,19.88,0.04,-36.12,-0.07,622.44,6.22
1018,Entry short,2025-10-29 06:21,DCA S [C],26279.5,1,52559,11.26,0.02,19.88,0.04,-36.12,-0.07,622.44,6.22
1019,Exit short,2025-10-29 06:58,TP,26273.25,1,52573.5,25.76,0.05,26.38,0.05,-21.62,-0.04,648.82,6.49
1019,Entry short,2025-10-29 06:28,DCA S [C],26286.75,1,52573.5,25.76,0.05,26.38,0.05,-21.62,-0.04,648.82,6.49
1020,Exit short,2025-10-29 06:58,TP,26273.25,1,52584,36.26,0.07,36.88,0.07,-11.12,-0.02,685.7,6.86
1020,Entry short,2025-10-29 06:37,DCA S [C],26292,1,52584,36.26,0.07,36.88,0.07,-11.12,-0.02,685.7,6.86
1021,Exit long,2025-10-29 08:30,TP,26281.75,1,52550,12.26,0.02,12.88,0.02,-63.62,-0.12,696.72,6.97
1021,Entry long,2025-10-29 07:22,DCA L [C],26275,1,52550,12.26,0.02,12.88,0.02,-63.62,-0.12,696.72,6.97
1022,Exit long,2025-10-29 08:30,TP,26281.75,1,52547.5,14.76,0.03,15.38,0.03,-61.12,-0.12,712.1,7.12
1022,Entry long,2025-10-29 07:23,DCA L [C],26273.75,1,52547.5,14.76,0.03,15.38,0.03,-61.12,-0.12,712.1,7.12
1023,Exit long,2025-10-29 08:30,TP,26281.75,1,52532,30.26,0.06,30.88,0.06,-45.62,-0.09,742.98,7.43
1023,Entry long,2025-10-29 07:30,DCA L [C],26266,1,52532,30.26,0.06,30.88,0.06,-45.62,-0.09,742.98,7.43
